,0
0,76
1,248
2,141
3,224
4,93
5,51
6,36
7,70
8,150
9,73
10,98
11,29
12,115
13,245
14,116
15,37
16,228
17,117
18,149
19,6
20,66
21,230
22,106
23,134
24,111
25,158
26,80
27,152
28,195
29,16
30,117
31,26
32,104
33,117
34,57
35,128
36,81
37,144
38,61
39,223
40,76
41,105
42,150
43,140
44,22
45,204
46,187
47,154
48,179
49,238
50,0
51,133
52,54
53,75
54,145
55,59
56,224
57,243
58,140
59,239
60,231
61,53
62,117
63,28
64,2
65,38
66,33
67,56
68,129
69,158
70,208
71,146
72,187
73,124
74,23
75,166
76,18
77,96
78,47
79,130
80,250
81,77
82,2
83,38
84,234
85,72
86,77
87,150
88,1
89,41
90,226
91,209
92,118
93,112
94,40
95,238
96,243
97,121
98,6
99,97
100,178
101,39
102,62
103,117
104,246
105,49
106,23
107,170
108,165
109,238
110,152
111,230
112,206
113,37
114,26
115,126
116,33
117,64
118,254
119,200
120,116
121,146
122,167
123,130
124,12
125,141
126,31
127,41
128,119
129,216
130,49
131,219
132,107
133,61
134,80
135,190
136,222
137,80
138,235
139,198
140,70
141,215
142,46
143,106
144,44
145,242
146,50
147,110
148,187
149,108
150,88
151,23
152,59
153,199
154,156
155,198
156,204
157,167
158,206
159,69
160,160
161,5
162,148
163,76
164,43
165,213
166,122
167,77
168,58
169,131
170,115
171,46
172,65
173,149
174,60
175,243
176,245
177,101
178,107
179,94
180,191
181,62
182,194
183,254
184,246
185,186
186,246
187,122
188,12
189,75
190,4
191,36
192,244
193,158
194,185
195,120
196,145
197,130
198,182
199,111
200,1
201,190
202,234
203,173
204,162
205,81
206,44
207,37
208,141
209,130
210,41
211,163
212,234
213,81
214,232
215,121
216,100
217,71
218,176
219,33
220,144
221,38
222,53
223,158
224,237
225,237
226,169
227,156
228,146
229,248
230,60
231,242
232,235
233,100
234,9
235,226
236,70
237,248
238,76
239,103
240,188
241,8
242,5
243,77
244,140
245,88
246,61
247,245
248,87
249,114
250,25
251,128
252,73
253,196
254,244
255,87
256,102
257,91
258,116
259,228
260,64
261,171
262,207
263,162
264,115
265,138
266,60
267,29
268,59
269,207
270,196
271,210
272,10
273,78
274,176
275,107
276,166
277,154
278,165
279,166
280,211
281,190
282,150
283,122
284,21
285,224
286,61
287,112
288,182
289,57
290,189
291,62
292,107
293,47
294,66
295,0
296,218
297,119
298,39
299,49
300,107
301,63
302,89
303,94
304,48
305,200
306,43
307,170
308,3
309,66
310,119
311,225
312,84
313,222
314,22
315,157
316,206
317,64
318,134
319,213
320,204
321,212
322,31
323,134
324,20
325,45
326,139
327,37
328,117
329,7
330,219
331,178
332,105
333,63
334,246
335,235
336,161
337,101
338,62
339,220
340,198
341,112
342,6
343,57
344,127
345,177
346,175
347,97
348,17
349,69
350,179
351,184
352,169
353,21
354,166
355,21
356,218
357,47
358,201
359,80
360,207
361,223
362,134
363,192
364,121
365,131
366,5
367,50
368,80
369,241
370,59
371,116
372,69
373,228
374,113
375,73
376,30
377,80
378,248
379,213
380,219
381,47
382,51
383,141
384,235
385,119
386,132
387,50
388,16
389,106
390,201
391,242
392,230
393,206
394,164
395,179
396,215
397,193
398,88
399,216
400,163
401,211
402,53
403,238
404,171
405,140
406,217
407,206
408,89
409,118
410,178
411,231
412,157
413,129
414,211
415,173
416,14
417,66
418,156
419,238
420,191
421,133
422,227
423,117
424,160
425,70
426,113
427,235
428,247
429,189
430,184
431,24
432,240
433,104
434,70
435,100
436,19
437,74
438,125
439,215
440,127
441,45
442,226
443,49
444,56
445,224
446,16
447,50
448,198
449,174
450,161
451,7
452,89
453,251
454,137
455,74
456,39
457,59
458,134
459,92
460,59
461,191
462,22
463,124
464,218
465,216
466,98
467,80
468,22
469,101
470,234
471,248
472,153
473,138
474,77
475,51
476,87
477,109
478,237
479,72
480,89
481,71
482,187
483,12
484,106
485,240
486,152
487,160
488,128
489,100
490,196
491,48
492,78
493,161
494,209
495,151
496,206
497,235
498,198
499,61
500,47
501,113
502,64
503,96
504,58
505,65
506,230
507,139
508,85
509,142
510,3
511,213
512,140
513,20
514,141
515,187
516,39
517,128
518,148
519,74
520,225
521,143
522,29
523,27
524,226
525,199
526,59
527,207
528,130
529,167
530,117
531,132
532,190
533,201
534,209
535,47
536,208
537,145
538,59
539,5
540,166
541,96
542,225
543,166
544,232
545,146
546,81
547,80
548,43
549,190
550,191
