,0
0,156
1,115
2,174
3,188
4,247
5,152
6,92
7,204
8,238
9,86
10,64
11,217
12,155
13,11
14,5
15,148
16,77
17,232
18,109
19,136
20,28
21,175
22,223
23,72
24,93
25,0
26,244
27,188
28,34
29,173
30,138
31,130
32,219
33,82
34,78
35,81
36,134
37,110
38,229
39,77
40,186
41,53
42,236
43,40
44,80
45,134
46,225
47,170
48,90
49,14
50,151
51,6
52,86
53,65
54,106
55,141
56,17
57,212
58,199
59,176
60,92
61,176
62,48
63,115
64,77
65,238
66,79
67,6
68,122
69,130
70,190
71,81
72,252
73,249
74,107
75,239
76,235
77,138
78,164
79,233
80,98
81,135
82,194
83,71
84,212
85,15
86,91
87,148
88,30
89,25
90,194
91,70
92,195
93,79
94,82
95,138
96,167
97,91
98,55
99,251
100,7
101,82
102,213
103,11
104,146
105,143
106,83
107,185
108,219
109,32
110,197
111,185
112,97
113,50
114,141
115,242
116,251
117,192
118,232
119,227
120,89
121,251
122,196
123,13
124,187
125,122
126,213
127,124
128,19
129,99
130,177
131,220
132,140
133,71
134,84
135,181
136,97
137,176
138,208
139,216
140,151
141,254
142,93
143,71
144,102
145,23
146,179
147,194
148,244
149,160
150,171
151,160
152,145
153,111
154,183
155,99
156,1
157,159
158,201
159,84
160,185
161,184
162,73
163,179
164,242
165,122
166,13
167,46
168,242
169,116
170,45
171,158
172,90
173,166
174,10
175,192
176,80
177,243
178,169
179,215
180,248
181,3
182,100
183,68
184,220
185,83
186,13
187,137
188,74
189,86
190,39
191,94
192,195
193,54
194,174
195,131
196,12
197,244
198,216
199,233
200,42
201,61
202,30
203,92
204,65
205,195
206,49
207,183
208,191
209,39
210,20
211,44
212,36
213,92
214,71
215,243
216,150
217,235
218,82
219,105
220,199
221,16
222,55
223,106
224,175
225,88
226,25
227,91
228,188
229,33
230,178
231,215
232,19
233,148
234,184
235,169
236,6
237,227
238,33
239,247
240,167
241,172
242,117
243,21
244,120
245,40
246,116
247,63
248,143
249,190
250,241
251,253
252,247
253,115
254,249
255,51
256,156
257,53
258,81
259,148
260,93
261,25
262,36
263,14
264,212
265,171
266,210
267,68
268,7
269,183
270,233
271,215
272,78
273,38
274,167
275,51
276,166
277,194
278,66
279,248
280,186
281,122
282,195
283,31
284,94
285,33
286,189
287,230
288,241
289,171
290,224
291,185
292,12
293,133
294,213
295,193
296,64
297,197
298,139
299,84
300,47
301,12
302,121
303,219
304,188
305,168
306,82
307,57
308,110
309,145
310,159
311,16
312,145
313,8
314,129
315,179
316,112
317,151
318,37
319,158
320,25
321,53
322,5
323,182
324,119
325,12
326,249
327,91
328,18
329,175
330,15
331,129
332,215
333,137
334,227
335,14
336,49
337,147
338,121
339,170
340,240
341,205
342,242
343,238
344,94
345,96
346,217
347,10
348,187
349,215
350,234
351,192
352,107
353,248
354,106
355,61
356,98
357,46
358,93
359,141
360,7
361,235
362,91
363,146
364,232
365,124
366,196
367,48
368,14
369,72
370,253
371,70
372,152
373,238
374,225
375,56
376,119
377,204
378,12
379,212
380,214
381,5
382,37
383,126
384,215
385,221
386,30
387,202
388,58
389,30
390,228
391,198
392,197
393,168
394,46
395,150
396,126
397,59
398,216
399,11
400,102
401,151
402,236
403,6
404,24
405,159
406,28
407,72
408,85
409,57
410,126
411,7
412,51
413,155
414,58
415,230
416,185
417,3
418,145
419,15
420,13
421,171
422,168
423,191
424,237
425,120
426,8
427,207
428,69
429,208
430,254
431,55
432,252
433,79
434,22
435,64
436,86
437,18
438,165
439,213
440,127
441,110
442,52
443,230
444,62
445,177
446,247
447,5
448,124
449,219
450,32
451,186
452,142
453,229
454,168
455,224
456,83
457,86
458,23
459,22
460,1
461,134
462,6
463,231
464,185
465,31
466,52
467,148
468,100
469,155
470,33
471,242
472,87
473,221
474,94
475,149
476,199
477,78
478,6
479,81
480,48
481,11
482,96
483,172
484,108
485,23
486,106
487,230
488,205
489,110
490,63
491,51
492,3
493,233
494,43
495,10
496,24
497,168
498,44
499,39
500,193
501,56
502,111
503,176
504,12
505,220
506,148
507,198
508,97
509,221
510,107
511,251
512,62
513,232
514,191
515,75
516,73
517,65
518,145
519,22
520,135
521,170
522,200
523,14
524,219
525,76
526,250
527,199
528,17
529,106
530,203
531,81
532,204
533,219
534,90
535,181
536,228
537,153
538,235
539,229
540,146
541,233
542,207
543,156
544,130
545,205
546,106
547,247
548,185
549,99
550,22
551,80
552,115
553,141
554,67
555,64
556,50
557,82
558,159
559,97
560,47
561,120
562,18
563,88
564,224
565,235
566,81
567,30
568,136
569,148
570,157
571,162
572,157
573,39
574,72
575,59
576,145
577,70
578,181
579,182
580,157
581,50
582,8
583,251
584,141
585,223
586,227
587,147
588,159
589,30
590,15
591,48
592,72
593,171
594,11
595,191
596,241
597,199
598,16
599,248
600,114
601,199
602,3
603,205
604,32
605,41
606,65
607,134
608,115
609,34
610,24
611,6
612,86
613,71
614,10
615,71
616,235
617,106
618,80
619,44
620,216
621,53
622,14
623,246
624,182
625,241
626,167
627,137
628,61
629,77
630,32
631,155
632,61
633,216
634,39
635,139
636,179
637,246
638,81
639,205
640,47
641,220
642,60
643,61
644,101
645,213
646,163
647,17
648,128
649,181
650,97
651,5
652,140
653,86
654,178
655,146
656,150
657,246
658,60
659,220
660,193
661,54
662,127
663,70
664,87
665,118
666,185
667,160
668,122
669,36
670,185
671,197
672,222
673,224
674,56
675,100
676,33
677,73
678,221
679,104
680,169
681,248
682,121
683,243
684,172
685,57
686,8
687,107
688,101
689,242
690,36
691,149
692,216
693,114
694,161
695,89
696,66
697,150
698,244
699,184
700,96
701,127
702,84
703,69
704,171
705,124
706,128
707,206
708,195
709,144
710,132
711,236
712,243
713,85
714,37
715,221
716,241
717,91
718,184
719,173
720,13
721,58
722,51
723,47
724,171
725,4
726,201
727,119
728,26
729,76
730,16
731,133
732,80
733,114
734,133
735,45
736,59
737,169
738,88
739,80
740,41
741,229
742,198
743,93
744,27
745,232
746,118
747,219
748,116
749,29
750,61
751,50
752,99
753,202
754,80
755,7
756,113
757,126
758,231
759,74
760,12
761,11
762,179
763,8
764,164
765,204
766,107
767,205
768,92
769,143
770,64
771,17
772,244
773,230
774,114
775,4
776,65
777,175
778,233
779,187
780,16
781,11
782,222
783,207
784,86
785,97
786,114
787,41
788,138
789,8
790,178
791,196
792,88
793,188
794,43
795,158
796,72
797,194
798,138
799,87
800,54
801,191
802,235
803,210
804,39
805,57
806,217
807,132
808,30
809,20
810,117
811,117
812,31
813,67
814,207
815,248
816,58
817,48
818,50
819,202
820,237
821,217
822,40
823,25
824,238
825,238
826,50
827,194
828,88
829,103
830,111
831,53
832,123
833,135
834,203
835,56
836,105
837,234
838,218
839,235
840,18
841,105
842,20
843,177
844,44
845,118
846,234
847,90
848,216
849,85
850,93
851,165
852,5
853,55
854,147
855,237
856,151
857,169
858,109
859,179
860,9
861,154
862,0
863,33
864,112
865,252
866,101
867,46
868,152
869,99
870,46
871,45
872,239
873,240
874,118
875,181
876,185
877,180
878,237
879,197
880,128
881,21
882,2
883,147
884,144
885,68
886,244
887,36
888,180
889,128
890,199
891,67
892,106
893,194
894,83
895,199
896,21
897,94
898,147
899,13
900,231
901,189
902,20
903,238
904,59
905,73
906,50
907,113
908,63
909,167
910,137
911,221
912,80
913,170
914,143
915,12
916,56
917,76
918,122
919,69
920,34
921,70
922,231
923,86
924,196
925,175
926,251
927,182
928,195
929,38
930,223
931,58
932,24
933,9
934,188
935,214
936,176
937,254
938,222
939,128
940,238
941,48
942,59
943,213
944,161
945,127
946,122
947,134
948,186
949,17
950,190
951,42
952,4
953,222
954,57
955,244
956,13
957,121
958,186
959,241
960,249
961,229
962,167
963,224
964,113
965,241
966,215
967,150
968,234
969,145
970,117
971,80
972,124
973,144
974,49
975,247
976,48
977,21
978,186
979,148
980,46
981,151
982,32
983,35
984,71
985,62
986,45
987,146
988,50
989,201
990,39
991,146
992,207
993,186
994,140
995,178
996,14
997,224
998,107
999,90
1000,209
1001,106
1002,18
1003,209
1004,60
1005,61
1006,55
1007,102
1008,227
1009,127
1010,159
1011,158
1012,15
1013,208
1014,218
1015,154
1016,142
1017,57
1018,246
1019,9
1020,167
1021,44
1022,56
1023,5
1024,242
1025,147
1026,77
1027,93
