,0
0,210
1,165
2,169
3,27
4,62
5,1
6,221
7,62
8,215
9,153
10,160
11,185
12,194
13,12
14,37
15,28
16,106
17,188
18,54
19,46
20,65
21,254
22,142
23,156
24,195
25,169
26,102
27,60
28,234
29,27
30,176
31,133
32,153
33,88
34,11
35,17
36,177
37,218
38,61
39,79
40,24
41,20
42,32
43,32
44,192
45,193
46,222
47,232
48,125
49,248
50,168
51,81
52,217
53,205
54,233
55,120
56,165
57,133
58,198
59,220
60,219
61,227
62,135
63,233
64,178
65,53
66,127
67,213
68,13
69,63
70,18
71,154
72,45
73,150
74,52
75,253
76,179
77,14
78,139
79,240
80,185
81,23
82,92
83,149
84,146
85,215
86,51
87,179
88,129
89,202
90,25
91,193
92,25
93,182
94,194
95,116
96,150
97,85
98,205
99,92
100,219
101,234
102,113
103,153
104,164
105,200
106,224
107,251
108,23
109,108
110,254
111,213
112,149
113,248
114,136
115,116
116,28
117,111
118,201
119,39
120,15
121,184
122,167
123,45
124,48
125,101
126,164
127,6
128,10
129,215
130,123
131,216
132,68
133,118
134,94
135,159
136,254
137,8
138,220
139,128
140,127
141,212
142,115
143,170
144,207
145,54
146,1
147,250
148,52
149,125
150,80
151,105
152,19
153,106
154,238
155,111
156,57
157,227
158,175
159,220
160,169
161,251
162,93
163,119
164,84
165,72
166,150
167,91
168,57
169,141
170,124
171,102
172,53
173,204
174,163
175,186
176,109
177,159
178,137
179,165
180,48
181,25
182,51
183,201
184,206
185,203
186,47
187,49
188,103
189,65
190,146
191,180
192,142
193,231
194,56
195,146
196,159
197,59
198,28
199,110
200,15
201,11
202,48
203,112
204,251
205,239
206,158
207,75
208,242
209,61
210,146
211,141
212,1
213,119
214,231
215,194
216,217
217,172
218,129
219,86
220,91
221,125
222,212
223,171
224,119
225,75
226,159
227,170
228,115
229,42
230,32
231,158
232,197
233,118
234,168
235,64
236,208
237,231
238,100
239,25
240,41
241,176
242,212
243,228
244,56
245,125
246,85
247,158
248,28
249,134
250,77
251,64
252,245
253,65
254,113
255,10
256,185
257,190
258,34
259,190
260,162
261,250
262,200
263,66
264,52
265,71
266,161
267,120
268,217
269,151
270,145
271,88
272,69
273,239
274,91
275,3
276,102
277,248
278,206
279,108
280,235
281,37
282,20
283,149
284,79
285,248
286,249
287,66
288,69
289,36
290,37
291,200
292,202
293,244
294,76
295,71
296,253
297,71
298,210
299,226
300,217
301,104
302,245
303,211
304,19
305,105
306,247
307,8
308,153
309,21
310,98
311,39
312,24
313,22
314,134
315,202
316,133
317,170
318,138
319,31
320,248
321,116
322,171
323,45
324,189
325,144
326,35
327,37
328,184
329,110
330,86
331,253
332,43
333,232
334,188
335,63
336,29
337,132
338,121
339,32
340,201
341,39
342,107
343,207
344,75
345,169
346,199
347,176
348,2
349,17
350,130
351,202
352,233
353,89
354,206
355,173
356,22
357,234
358,151
359,18
360,207
361,21
362,245
363,42
364,252
365,7
366,141
367,211
368,228
369,152
370,166
371,2
372,36
373,86
374,20
375,56
376,167
377,122
378,214
379,174
380,158
381,45
382,120
383,231
384,251
385,68
386,184
387,45
388,30
389,73
390,29
391,86
392,222
393,206
394,179
395,223
396,129
397,151
398,0
399,250
400,47
401,19
402,145
403,171
404,203
405,243
406,155
407,0
408,103
409,231
410,231
411,27
412,179
413,132
414,95
415,139
416,25
417,37
418,184
419,170
420,89
421,23
422,191
423,88
424,142
425,144
426,9
427,54
428,40
429,167
430,230
431,55
432,44
433,223
434,153
435,66
436,137
437,78
438,48
439,17
440,231
441,254
442,192
443,30
444,191
445,252
446,204
447,94
448,157
449,3
450,50
451,164
452,68
453,40
454,220
455,211
456,130
457,136
458,151
459,22
460,45
461,75
462,192
463,147
464,23
465,24
466,122
467,100
468,216
469,59
470,248
471,72
472,156
473,169
474,96
475,114
476,83
477,204
478,253
479,209
480,109
481,152
482,155
483,158
484,254
485,181
486,202
487,149
488,148
489,27
490,207
491,185
492,111
493,91
494,89
495,74
496,176
497,0
498,86
499,248
500,186
501,239
502,47
503,132
504,7
505,54
506,106
507,0
508,95
509,178
510,189
511,8
512,41
513,201
514,157
515,23
516,59
517,33
518,253
519,194
520,102
521,47
522,231
523,190
524,76
525,45
526,197
527,205
528,181
529,168
530,194
531,203
532,68
533,192
534,222
535,88
536,226
537,75
538,132
539,54
540,92
541,46
542,94
543,85
544,44
545,41
546,204
547,99
548,244
549,7
550,96
551,253
552,185
553,187
554,145
555,237
556,23
557,28
558,181
559,165
560,85
561,31
562,129
563,206
564,224
565,126
566,77
567,32
568,147
569,43
570,171
571,1
572,243
573,191
574,109
575,173
576,178
577,1
578,131
579,152
580,194
581,235
582,192
583,23
584,48
585,104
586,120
587,132
588,31
589,20
590,83
591,51
592,223
593,110
594,88
595,142
596,9
597,144
598,124
599,104
600,96
601,174
602,120
603,42
604,93
605,0
606,12
607,1
608,62
609,151
610,167
611,126
612,101
613,39
614,247
615,156
616,144
617,120
618,21
619,24
620,202
621,42
622,113
623,133
624,176
625,180
626,89
627,11
628,86
629,205
630,174
631,49
632,106
633,253
634,10
635,128
636,208
637,182
638,182
639,2
640,59
641,216
642,66
643,150
644,149
645,76
646,166
647,30
648,222
649,82
650,62
651,212
652,204
653,148
654,124
655,99
656,151
657,172
658,75
659,116
660,227
661,87
662,197
663,245
664,46
665,124
666,239
667,141
668,119
669,122
670,203
671,183
672,99
673,78
674,120
675,235
676,165
677,245
678,210
679,71
680,217
681,164
682,131
683,38
684,169
685,149
686,252
687,16
688,78
689,143
690,224
691,13
692,189
693,101
694,229
695,121
696,165
697,103
698,87
699,94
700,141
701,108
702,180
703,68
704,9
705,34
706,157
707,208
708,175
709,50
710,83
711,101
712,205
713,156
714,149
715,208
716,85
717,64
718,197
719,158
720,7
721,70
722,251
723,229
724,198
725,52
726,102
727,103
728,131
729,152
730,156
731,233
732,51
733,206
734,54
735,97
736,104
737,28
738,41
739,124
740,236
741,139
742,106
743,202
744,165
745,93
746,243
747,207
748,56
749,40
750,3
751,136
752,195
753,52
754,28
755,108
756,103
757,185
758,237
759,116
760,42
761,233
762,246
763,111
764,213
765,41
766,166
767,138
768,53
769,102
770,241
771,163
772,134
773,98
774,227
775,57
776,61
777,121
778,254
779,248
780,101
781,245
782,183
783,12
784,145
785,44
786,85
787,99
788,26
789,14
790,217
791,253
792,67
793,15
794,252
795,164
796,164
797,225
798,201
799,28
800,128
801,117
802,160
803,215
804,72
805,175
806,19
807,51
808,29
809,169
810,138
811,50
812,116
813,161
814,71
815,203
816,225
817,240
818,202
819,189
820,165
821,30
822,133
823,17
824,48
825,183
826,178
827,135
828,242
829,87
830,9
831,3
832,68
833,252
834,211
835,154
836,144
837,240
838,55
839,244
840,199
841,191
842,235
843,37
844,188
845,206
846,157
847,29
848,217
849,220
850,180
851,144
852,183
853,152
854,102
855,30
856,165
857,220
858,167
859,14
860,213
861,224
862,138
863,85
864,182
865,44
866,141
867,45
868,133
869,147
870,57
871,34
872,56
873,61
874,77
875,13
876,120
877,104
878,14
879,239
880,250
881,34
882,44
883,212
884,74
885,221
886,210
887,248
888,138
889,120
890,208
891,213
892,115
893,113
894,82
895,99
896,126
897,107
898,81
899,117
900,118
901,85
902,80
903,40
904,223
905,67
906,129
907,71
908,234
909,209
910,165
911,205
912,254
913,54
914,150
915,62
916,160
917,46
918,3
919,124
920,70
921,238
922,87
923,5
924,235
925,20
926,250
927,89
928,196
929,152
930,7
931,140
932,11
933,126
934,54
935,229
936,5
937,192
938,151
939,172
940,113
941,236
942,95
943,178
944,8
945,114
946,106
947,98
948,123
949,14
950,19
951,123
952,72
953,223
954,37
955,145
956,55
957,140
958,202
959,186
960,100
961,67
962,177
963,99
964,171
965,118
966,15
967,84
968,94
969,19
970,134
971,238
972,43
973,142
974,98
975,207
976,102
977,170
978,223
979,208
980,200
981,159
982,94
983,221
984,188
985,180
986,243
987,26
988,217
989,74
990,133
991,174
992,226
993,0
994,218
995,244
996,145
997,156
998,249
999,215
1000,91
1001,36
1002,83
1003,1
1004,3
1005,29
1006,78
1007,9
1008,82
1009,215
1010,206
1011,231
1012,158
1013,121
1014,74
1015,248
1016,193
1017,207
1018,128
1019,55
1020,246
1021,227
1022,154
1023,88
1024,167
1025,75
1026,152
1027,234
1028,58
1029,111
1030,77
1031,26
1032,49
1033,29
1034,55
1035,250
1036,1
1037,214
1038,123
1039,34
1040,144
1041,217
1042,38
1043,24
1044,251
1045,143
1046,112
1047,52
1048,193
1049,180
1050,36
1051,75
1052,220
1053,178
1054,34
1055,196
1056,33
1057,25
1058,57
1059,92
1060,228
1061,239
1062,195
1063,206
1064,204
1065,232
1066,244
1067,36
1068,19
1069,90
1070,199
1071,185
1072,27
1073,8
1074,47
1075,59
1076,199
1077,188
1078,104
1079,237
1080,173
1081,224
1082,78
1083,90
1084,118
1085,201
1086,79
1087,87
1088,56
1089,165
1090,103
1091,110
1092,244
1093,30
1094,218
1095,19
1096,108
1097,80
1098,212
1099,245
1100,184
1101,90
1102,168
1103,110
1104,137
1105,230
1106,155
1107,52
1108,245
1109,147
1110,40
1111,31
1112,96
1113,36
1114,244
1115,37
1116,211
1117,44
1118,213
1119,120
1120,184
1121,107
1122,64
1123,12
1124,12
1125,40
1126,162
1127,226
1128,219
1129,88
1130,118
1131,190
1132,96
1133,59
1134,15
1135,81
1136,195
1137,74
1138,107
1139,54
1140,240
1141,173
1142,55
1143,214
1144,99
1145,104
1146,55
1147,241
1148,227
1149,156
1150,86
1151,157
1152,134
1153,164
1154,209
1155,241
1156,204
1157,194
1158,197
1159,63
1160,159
1161,213
1162,71
1163,178
1164,82
1165,113
1166,178
1167,7
1168,135
1169,75
1170,244
1171,205
1172,247
1173,15
1174,194
1175,14
1176,113
1177,182
1178,64
1179,8
1180,217
1181,91
1182,12
1183,26
1184,190
1185,113
1186,151
1187,54
1188,91
1189,214
1190,183
1191,188
1192,65
1193,194
1194,23
1195,146
1196,199
1197,237
1198,233
1199,155
