,0
0,70
1,110
2,213
3,197
4,196
5,184
6,181
7,249
8,56
9,199
10,180
11,217
12,52
13,21
14,98
15,81
16,61
17,172
18,248
19,190
20,203
21,104
22,245
23,252
24,211
25,38
26,165
27,111
28,38
29,11
30,210
31,138
32,125
33,100
34,98
35,239
36,12
37,102
38,102
39,212
40,221
41,170
42,104
43,6
44,156
45,59
46,226
47,77
48,209
49,105
50,71
51,241
52,128
53,251
54,175
55,109
56,233
57,213
58,202
59,108
60,209
61,147
62,50
63,187
64,204
65,10
66,18
67,251
68,0
69,26
70,209
71,167
72,120
73,179
74,236
75,23
76,183
77,127
78,56
79,72
80,205
81,222
82,35
83,216
84,127
85,103
86,40
87,217
88,201
89,2
90,168
91,48
92,203
93,50
94,133
95,76
96,50
97,58
98,216
99,7
100,135
101,226
102,243
103,82
104,11
105,202
106,107
107,163
108,63
109,35
110,151
111,195
112,16
113,61
114,97
115,128
116,26
117,179
118,73
119,134
120,205
121,214
122,21
123,68
124,106
125,159
126,19
127,42
128,202
129,13
130,56
131,236
132,110
133,4
134,251
135,16
136,229
137,91
138,89
139,218
140,220
141,135
142,168
143,224
144,230
145,45
146,102
147,166
148,137
149,195
150,41
151,250
152,89
153,93
154,178
155,234
156,28
157,184
158,23
159,42
160,49
161,245
162,8
163,133
164,166
165,162
166,89
167,210
168,97
169,225
170,126
171,168
172,120
173,10
174,188
175,213
176,186
177,48
178,9
179,118
180,118
181,245
182,65
183,88
184,34
185,131
186,218
187,32
188,52
189,161
190,126
191,155
192,26
193,175
194,122
195,61
196,182
197,143
198,244
199,42
200,155
201,25
202,135
203,190
204,108
205,198
206,214
207,36
208,132
209,226
210,68
211,164
212,88
213,215
214,67
215,108
216,105
217,36
218,184
219,236
220,211
221,241
222,91
223,134
224,7
225,150
226,7
227,233
228,49
229,71
230,19
231,239
232,199
233,172
234,200
235,240
236,182
237,209
238,141
239,234
240,253
241,120
242,69
243,114
244,205
245,209
246,159
247,245
248,105
249,138
250,41
251,208
252,28
253,138
254,34
255,209
256,49
257,146
258,6
259,132
260,205
261,17
262,116
263,169
264,112
265,182
266,105
267,5
268,127
269,18
270,215
271,121
272,208
273,199
274,77
275,213
276,215
277,78
278,171
279,242
280,223
281,139
282,95
283,238
284,55
