,0
0,142
1,118
2,155
3,1
4,180
5,103
6,240
7,136
8,22
9,96
10,108
11,102
12,12
13,92
14,194
15,146
16,56
17,111
18,153
19,155
20,164
21,137
22,137
23,6
24,178
25,206
26,18
27,29
28,164
29,107
30,32
31,241
32,130
33,251
34,34
35,192
36,187
37,65
38,82
39,162
40,53
41,1
42,235
43,117
44,209
45,138
46,106
47,79
48,156
49,93
50,72
51,210
52,84
53,22
54,42
55,144
56,9
57,26
58,239
59,52
60,186
61,230
62,171
63,71
64,9
65,132
66,244
67,173
68,250
69,105
70,153
71,169
72,223
73,166
74,211
75,15
76,36
77,12
78,169
79,75
80,121
81,78
82,58
83,95
84,106
85,187
86,139
87,16
88,87
89,218
90,100
91,68
92,180
93,222
94,164
95,50
96,159
97,252
98,163
99,116
100,45
101,213
102,77
103,251
104,173
105,49
106,71
107,216
108,199
109,248
110,66
111,126
112,75
113,225
114,5
115,153
116,46
117,6
118,105
119,244
120,228
121,183
122,81
123,113
124,39
125,176
126,22
127,66
128,108
129,163
130,10
131,108
132,202
133,141
134,27
135,178
136,144
137,97
138,66
139,249
140,145
141,207
142,53
143,131
144,173
145,41
146,186
147,191
148,162
149,172
150,137
151,49
152,180
153,105
154,188
155,71
156,115
157,16
158,111
159,92
160,133
161,12
162,236
163,94
164,89
165,225
166,109
167,239
168,30
169,119
170,176
171,37
172,234
173,139
174,247
175,151
176,96
177,105
178,88
179,190
180,60
181,79
182,9
183,91
184,120
185,39
186,148
187,17
188,183
189,141
190,20
191,33
192,76
193,225
194,10
195,180
196,228
197,208
198,233
199,100
200,217
201,181
202,153
203,27
204,211
205,227
206,192
207,17
208,68
209,33
210,137
211,250
212,127
213,52
214,108
215,203
216,9
217,217
218,220
219,181
220,35
221,147
222,157
223,172
224,194
225,228
226,166
227,11
228,181
229,38
230,122
231,3
232,61
233,224
234,162
235,121
236,253
237,182
238,81
239,225
240,30
241,118
242,63
243,236
244,61
245,227
246,196
247,57
248,140
249,167
250,117
251,114
252,224
253,195
254,210
255,177
256,18
257,213
258,251
259,98
260,192
261,77
262,153
263,112
264,181
265,221
266,159
267,208
268,243
269,165
270,121
271,233
272,205
273,208
274,181
275,97
276,22
277,149
278,27
279,162
280,100
281,76
282,109
283,105
284,14
285,176
286,108
287,236
288,163
289,147
290,226
291,195
292,194
293,98
294,26
295,33
296,150
297,19
298,172
299,152
300,218
301,168
302,199
303,72
304,101
305,248
306,229
307,146
308,39
309,109
310,193
311,76
312,133
313,254
314,13
315,109
316,210
317,213
318,182
319,235
320,92
321,101
322,120
323,59
324,151
325,246
326,105
327,201
328,236
329,219
330,155
331,252
332,103
333,231
334,16
335,82
336,146
337,72
338,226
339,65
340,143
341,221
342,213
343,86
344,18
345,56
346,218
347,246
348,8
349,247
350,67
351,117
352,216
353,80
354,142
355,97
356,212
357,131
358,132
359,44
360,84
361,18
362,74
363,104
364,43
365,63
366,120
367,177
368,182
369,86
370,97
371,151
372,109
373,180
374,131
375,74
376,80
377,6
378,53
379,20
380,229
381,0
382,143
383,43
384,213
385,189
386,200
387,66
388,69
389,153
390,43
391,172
392,135
393,155
394,129
395,158
396,236
397,228
398,175
399,125
400,22
401,87
402,124
403,161
404,124
405,77
406,52
407,35
408,195
409,254
410,104
411,124
412,93
413,134
414,125
415,44
416,172
417,38
418,22
419,110
420,127
421,42
422,158
423,194
424,61
425,90
426,54
427,24
428,242
429,238
430,82
431,14
432,87
433,9
434,60
435,43
436,49
437,78
438,236
439,185
440,137
441,165
442,101
443,147
444,237
445,104
446,170
447,91
448,32
449,227
450,49
451,241
452,220
453,15
454,210
455,191
456,52
457,239
458,28
459,82
460,121
461,112
462,188
463,188
464,78
465,111
466,35
467,34
468,22
469,250
470,183
471,25
472,159
473,123
474,63
475,5
476,83
477,44
478,217
479,62
480,122
481,205
482,182
483,33
484,54
485,47
486,142
487,111
488,15
489,76
490,175
491,178
492,146
493,205
494,15
495,25
496,15
497,253
498,87
499,126
500,108
501,16
502,163
503,212
504,51
505,84
506,148
507,112
508,127
509,78
510,56
511,230
512,231
513,106
514,66
515,11
516,124
517,140
518,184
519,222
520,205
521,237
522,82
523,142
524,2
525,93
526,159
527,226
528,245
529,212
530,161
531,211
532,17
533,143
534,189
535,89
536,222
537,130
538,134
539,209
540,249
541,82
542,231
543,150
544,88
545,163
546,179
547,251
548,59
549,70
550,76
551,174
552,210
553,171
554,166
555,134
556,6
557,119
558,188
559,5
560,176
561,84
562,99
563,126
564,251
565,152
566,54
567,165
568,63
569,73
570,197
571,1
572,165
573,211
574,5
575,216
576,140
577,98
578,59
579,13
580,78
581,33
582,113
583,186
584,220
585,18
586,139
587,180
588,66
589,87
590,139
591,191
592,1
593,104
594,163
595,202
596,202
597,148
598,159
599,13
600,242
601,233
602,236
603,240
604,177
605,7
606,187
607,104
608,65
609,74
610,230
611,25
612,113
613,138
614,249
615,141
616,172
617,182
618,19
619,19
620,149
621,146
622,193
623,114
624,72
625,229
626,30
627,237
628,113
629,172
630,91
631,227
632,196
633,232
634,85
635,193
636,227
637,28
638,134
639,211
640,155
641,155
642,181
643,182
644,191
645,120
646,71
647,25
648,199
649,189
650,247
651,30
652,152
653,185
654,184
655,202
656,97
657,149
658,214
659,187
660,8
661,243
662,45
663,180
664,76
665,240
666,188
667,245
668,45
669,89
670,241
671,21
672,140
673,17
674,11
675,133
676,7
677,7
678,8
679,194
680,242
681,107
682,150
683,21
684,106
685,152
686,147
687,204
688,87
689,193
690,166
691,179
692,77
693,190
694,60
695,17
696,4
697,220
698,235
699,230
700,181
701,150
702,8
703,13
704,161
705,86
706,228
707,139
708,205
709,20
710,39
711,18
712,205
713,117
714,121
715,32
716,42
717,160
718,73
719,90
720,131
721,120
722,37
723,59
724,19
725,195
726,54
727,36
728,105
729,217
730,58
731,82
732,40
733,133
734,144
735,162
736,228
737,145
738,148
739,180
740,104
741,147
742,194
743,110
744,146
745,223
746,165
747,11
748,181
749,2
750,120
751,70
752,246
753,229
754,73
755,103
756,219
757,111
758,123
759,36
760,219
761,128
762,206
763,0
764,94
765,203
766,200
767,112
768,213
769,65
770,190
771,113
772,223
773,55
774,140
775,243
776,5
777,48
778,149
779,103
780,100
781,138
782,31
783,160
784,106
785,140
786,194
787,187
788,92
789,230
790,30
791,36
792,34
793,204
794,182
795,195
796,211
797,100
798,21
799,243
800,120
801,5
802,44
803,252
804,56
805,4
806,198
807,25
808,28
809,56
810,162
811,99
812,228
813,147
814,85
815,75
816,126
817,95
818,153
819,251
820,62
821,204
822,127
823,237
824,77
825,83
826,248
827,167
828,124
829,84
830,206
831,10
832,236
833,254
834,59
835,72
836,91
837,145
838,40
839,51
840,202
841,220
842,196
843,111
844,196
845,102
846,238
847,166
848,225
849,172
850,182
851,65
852,45
853,194
854,205
855,57
856,138
857,156
858,91
859,202
860,5
861,9
862,25
863,7
864,161
865,248
866,216
867,73
868,235
869,128
870,241
871,118
872,58
873,169
874,73
875,140
876,66
877,141
878,203
879,134
880,115
881,144
882,107
883,144
884,32
885,104
886,170
887,211
888,225
889,113
890,67
891,251
892,33
893,24
894,63
895,76
896,242
897,170
898,203
899,223
900,196
901,3
902,209
903,70
904,122
905,172
906,46
907,55
908,76
909,41
910,218
911,177
912,144
913,43
914,21
915,198
916,55
917,55
918,61
919,94
920,128
921,57
922,59
923,190
924,220
925,89
926,144
927,32
928,219
929,41
930,235
931,34
932,212
933,198
934,61
935,243
936,55
937,174
938,176
939,72
940,250
941,152
942,150
943,134
944,80
945,247
946,133
947,216
948,194
949,224
950,180
951,72
952,6
953,148
954,136
955,102
956,27
957,130
958,252
959,161
960,153
961,45
962,200
963,166
964,148
965,78
966,229
967,199
968,208
969,68
970,121
971,126
972,21
973,179
974,71
975,149
976,106
977,67
978,0
979,189
980,86
981,224
982,86
983,138
984,122
985,32
986,129
987,187
988,202
989,201
990,191
991,53
992,80
993,188
994,161
995,77
996,13
997,219
998,203
999,51
1000,35
1001,24
1002,39
1003,194
1004,64
1005,219
1006,164
1007,244
1008,167
1009,91
1010,97
1011,98
1012,98
1013,180
1014,145
1015,43
1016,27
1017,148
1018,146
1019,1
1020,12
1021,135
1022,244
1023,73
1024,92
1025,166
1026,15
1027,130
1028,204
1029,196
1030,32
1031,17
1032,201
1033,149
1034,64
1035,209
1036,65
1037,37
1038,77
1039,254
1040,32
1041,157
1042,88
1043,35
1044,112
1045,248
1046,31
1047,63
1048,30
1049,216
1050,144
1051,92
1052,28
1053,119
1054,191
1055,189
1056,41
1057,14
1058,175
1059,226
1060,16
1061,197
1062,131
1063,194
1064,254
1065,1
1066,107
1067,121
1068,219
1069,150
1070,238
1071,178
1072,235
1073,49
1074,125
1075,92
1076,232
1077,61
1078,42
1079,24
1080,122
1081,236
1082,164
1083,111
1084,93
1085,121
1086,249
1087,205
1088,121
1089,54
1090,176
1091,100
1092,203
1093,100
1094,232
1095,76
1096,123
1097,212
1098,95
1099,116
